disease_finding_id,disease_id,finding_id,presence,typicality,sensitivity_context,specificity_context,disease_stage,age_context,clinical_meaning,distinguishing_value,commonly_tested,step_levels,subject_exams,source_status,relationship_role
DNF-NEUR-61AB9A99C877,DIS-N-0064,FND-NEUR-MENINGISMUS,present,classic,Timing and phenotype determine sensitivity of meningismus in Encephalitis.,Meningismus is interpreted against the disease-specific mimics of Encephalitis.,condition-specific,condition-specific,"Altered behavior or consciousness with seizures or focal deficits reflects brain parenchymal inflammation and requires urgent infectious and autoimmune evaluation. Here, 'Meningismus' is interpreted as an explicit disease-level finding.",'Meningismus' helps distinguish Encephalitis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-D406216A6652,DIS-N-0064,FND-NEUR-NEUTROPHILICCSF,present,supportive,Timing and phenotype determine sensitivity of neutrophilic csf in Encephalitis.,Neutrophilic CSF is interpreted against the disease-specific mimics of Encephalitis.,condition-specific,condition-specific,"Altered behavior or consciousness with seizures or focal deficits reflects brain parenchymal inflammation and requires urgent infectious and autoimmune evaluation. Here, 'Neutrophilic CSF' is interpreted as an explicit disease-level finding.",'Neutrophilic CSF' helps distinguish Encephalitis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-6AB05054DA6F,DIS-N-0064,FND-NEUR-LYMPHOCYTICCSF,present,supportive,Timing and phenotype determine sensitivity of lymphocytic csf in Encephalitis.,Lymphocytic CSF is interpreted against the disease-specific mimics of Encephalitis.,condition-specific,condition-specific,"Altered behavior or consciousness with seizures or focal deficits reflects brain parenchymal inflammation and requires urgent infectious and autoimmune evaluation. Here, 'Lymphocytic CSF' is interpreted as an explicit disease-level finding.",'Lymphocytic CSF' helps distinguish Encephalitis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-AE275E71FF9E,DIS-N-0064,FND-NEUR-LOWCSFGLUCOSE,present,supportive,Timing and phenotype determine sensitivity of low csf glucose in Encephalitis.,Low CSF glucose is interpreted against the disease-specific mimics of Encephalitis.,condition-specific,condition-specific,"Altered behavior or consciousness with seizures or focal deficits reflects brain parenchymal inflammation and requires urgent infectious and autoimmune evaluation. Here, 'Low CSF glucose' is interpreted as an explicit disease-level finding.",'Low CSF glucose' helps distinguish Encephalitis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-A04121F1BCC9,DIS-N-0064,FND-NEUR-TEMPORALLOBEABNORMAL,present,supportive,Timing and phenotype determine sensitivity of temporal-lobe abnormalities in Encephalitis.,Temporal-lobe abnormalities is interpreted against the disease-specific mimics of Encephalitis.,condition-specific,condition-specific,"Altered behavior or consciousness with seizures or focal deficits reflects brain parenchymal inflammation and requires urgent infectious and autoimmune evaluation. Here, 'Temporal-lobe abnormalities' is interpreted as an explicit disease-level finding.",'Temporal-lobe abnormalities' helps distinguish Encephalitis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-52EAD1A3646C,DIS-N-0064,FND-NEUR-ELEVATEDOPENINGPRESS,present,supportive,Timing and phenotype determine sensitivity of elevated opening pressure in Encephalitis.,Elevated opening pressure is interpreted against the disease-specific mimics of Encephalitis.,condition-specific,condition-specific,"Altered behavior or consciousness with seizures or focal deficits reflects brain parenchymal inflammation and requires urgent infectious and autoimmune evaluation. Here, 'Elevated opening pressure' is interpreted as an explicit disease-level finding.",'Elevated opening pressure' helps distinguish Encephalitis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-5F1F5D6B13B1,DIS-NEUR-067,FND-NEUR-TEMPORALLOBEABNORMAL,present,classic,Timing and phenotype determine sensitivity of temporal-lobe abnormalities in HSV encephalitis.,Temporal-lobe abnormalities is interpreted against the disease-specific mimics of HSV encephalitis.,condition-specific,condition-specific,"Fever, behavioral change, focal seizures, and temporal-lobe MRI abnormality support HSV encephalitis; acyclovir begins before PCR confirmation. Here, 'Temporal-lobe abnormalities' is interpreted as an explicit disease-level finding.",'Temporal-lobe abnormalities' helps distinguish HSV encephalitis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-5188431FFCCC,DIS-NEUR-067,FND-NEUR-LYMPHOCYTICCSF,present,supportive,Timing and phenotype determine sensitivity of lymphocytic csf in HSV encephalitis.,Lymphocytic CSF is interpreted against the disease-specific mimics of HSV encephalitis.,condition-specific,condition-specific,"Fever, behavioral change, focal seizures, and temporal-lobe MRI abnormality support HSV encephalitis; acyclovir begins before PCR confirmation. Here, 'Lymphocytic CSF' is interpreted as an explicit disease-level finding.",'Lymphocytic CSF' helps distinguish HSV encephalitis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-2C53E97EEC86,DIS-NEUR-067,FND-NEUR-7AD18DB6EFB4,present,supportive,Timing and phenotype determine sensitivity of altered mental status in HSV encephalitis.,Altered mental status is interpreted against the disease-specific mimics of HSV encephalitis.,condition-specific,condition-specific,"Fever, behavioral change, focal seizures, and temporal-lobe MRI abnormality support HSV encephalitis; acyclovir begins before PCR confirmation. Here, 'Altered mental status' is interpreted as an explicit disease-level finding.",'Altered mental status' helps distinguish HSV encephalitis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-052CAC587951,DIS-NEUR-067,FND-NEUR-7159A243A2EA,present,supportive,Timing and phenotype determine sensitivity of focal seizure in HSV encephalitis.,Focal seizure is interpreted against the disease-specific mimics of HSV encephalitis.,condition-specific,condition-specific,"Fever, behavioral change, focal seizures, and temporal-lobe MRI abnormality support HSV encephalitis; acyclovir begins before PCR confirmation. Here, 'Focal seizure' is interpreted as an explicit disease-level finding.",'Focal seizure' helps distinguish HSV encephalitis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-30F58AF77A4D,DIS-NEUR-068,FND-NEUR-MENINGISMUS,negative,atypical,Timing and phenotype determine sensitivity of meningismus in Brain abscess.,Meningismus is interpreted against the disease-specific mimics of Brain abscess.,condition-specific,condition-specific,"This is not a routine brain-abscess finding; it instead directs evaluation toward meningitis, encephalitis, or another competing process.",'Meningismus' helps distinguish Brain abscess when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,favors_competitor
DNF-NEUR-2BF9F4B69D9A,DIS-NEUR-068,FND-NEUR-NEUTROPHILICCSF,negative,atypical,Timing and phenotype determine sensitivity of neutrophilic csf in Brain abscess.,Neutrophilic CSF is interpreted against the disease-specific mimics of Brain abscess.,condition-specific,condition-specific,"This is not a routine brain-abscess finding; it instead directs evaluation toward meningitis, encephalitis, or another competing process.",'Neutrophilic CSF' helps distinguish Brain abscess when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,favors_competitor
DNF-NEUR-1FEF2B1E8872,DIS-NEUR-068,FND-NEUR-LYMPHOCYTICCSF,negative,atypical,Timing and phenotype determine sensitivity of lymphocytic csf in Brain abscess.,Lymphocytic CSF is interpreted against the disease-specific mimics of Brain abscess.,condition-specific,condition-specific,"This is not a routine brain-abscess finding; it instead directs evaluation toward meningitis, encephalitis, or another competing process.",'Lymphocytic CSF' helps distinguish Brain abscess when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,favors_competitor
DNF-NEUR-B65E71F6FF2B,DIS-NEUR-068,FND-NEUR-LOWCSFGLUCOSE,negative,atypical,Timing and phenotype determine sensitivity of low csf glucose in Brain abscess.,Low CSF glucose is interpreted against the disease-specific mimics of Brain abscess.,condition-specific,condition-specific,"This is not a routine brain-abscess finding; it instead directs evaluation toward meningitis, encephalitis, or another competing process.",'Low CSF glucose' helps distinguish Brain abscess when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,favors_competitor
DNF-NEUR-2CD556C28EEA,DIS-NEUR-068,FND-NEUR-TEMPORALLOBEABNORMAL,negative,atypical,Timing and phenotype determine sensitivity of temporal-lobe abnormalities in Brain abscess.,Temporal-lobe abnormalities is interpreted against the disease-specific mimics of Brain abscess.,condition-specific,condition-specific,"This is not a routine brain-abscess finding; it instead directs evaluation toward meningitis, encephalitis, or another competing process.",'Temporal-lobe abnormalities' helps distinguish Brain abscess when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,favors_competitor
DNF-NEUR-A8C93D1ADDF0,DIS-NEUR-068,FND-NEUR-ELEVATEDOPENINGPRESS,negative,atypical,Timing and phenotype determine sensitivity of elevated opening pressure in Brain abscess.,Elevated opening pressure is interpreted against the disease-specific mimics of Brain abscess.,condition-specific,condition-specific,"This is not a routine brain-abscess finding; it instead directs evaluation toward meningitis, encephalitis, or another competing process.",'Elevated opening pressure' helps distinguish Brain abscess when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,favors_competitor
DNF-NEUR-3CB80B71F3CA,DIS-NEUR-070,FND-NEUR-MENINGISMUS,present,classic,Timing and phenotype determine sensitivity of meningismus in Neurosyphilis.,Meningismus is interpreted against the disease-specific mimics of Neurosyphilis.,condition-specific,condition-specific,"Subacute cognitive, psychiatric, tabetic, or meningovascular neurologic disease with reactive CSF serology supports neurosyphilis. Here, 'Meningismus' is interpreted as an explicit disease-level finding.",'Meningismus' helps distinguish Neurosyphilis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-B43A0B647D00,DIS-NEUR-070,FND-NEUR-NEUTROPHILICCSF,present,supportive,Timing and phenotype determine sensitivity of neutrophilic csf in Neurosyphilis.,Neutrophilic CSF is interpreted against the disease-specific mimics of Neurosyphilis.,condition-specific,condition-specific,"Subacute cognitive, psychiatric, tabetic, or meningovascular neurologic disease with reactive CSF serology supports neurosyphilis. Here, 'Neutrophilic CSF' is interpreted as an explicit disease-level finding.",'Neutrophilic CSF' helps distinguish Neurosyphilis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
