disease_presentation_id,disease_id,presentation_id,source_review_status,medical_review_status,relationship_role,typicality,frequency_category,acuity,age_context,pregnancy_context,clinical_setting,key_positive_clues,key_negative_clues,cannot_miss,step_levels,subject_exams,source_status
DPR-NEUR-BF769AEA8DE9,DIS-NEUR-163,PRS-008,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,urgent evaluation when an immunocompromised patient has focal neurologic symptoms or possible intracranial mass effect,Subacute focal neurologic deficit in an appropriately immunocompromised host supports cerebral toxoplasmosis. Headache seizure altered mental status or fever can accompany it but are not required.,No single symptom confirms cerebral toxoplasmosis; absent associated symptoms do not exclude it.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Infectious Disease; Emergency Medicine,partially_source_supported
DPR-MSK-069,DIS-MSK-LATERALEPICONDYLITIS,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-070,DIS-MSK-MEDIALEPICONDYLITIS,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-071,DIS-MSK-ULNARCOLLATERALLIGAM,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-072,DIS-MSK-DEQUERVAINTENOSYNOVI,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-073,DIS-MSK-TRIGGERFINGER,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-074,DIS-MSK-DUPUYTRENCONTRACTURE,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-075,DIS-MSK-SKIERTHUMB,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-076,DIS-MSK-SCAPHOLUNATELIGAMENT,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-077,DIS-MSK-TRIANGULARFIBROCARTI,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-078,DIS-MSK-MALLETFINGER,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-079,DIS-MSK-JERSEYFINGER,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-080,DIS-MSK-ACLTEAR,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-081,DIS-MSK-PCLTEAR,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-082,DIS-MSK-MCLTEAR,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-083,DIS-MSK-LCLTEAR,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-084,DIS-MSK-MEDIALMENISCUSTEAR,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-085,DIS-MSK-LATERALMENISCUSTEAR,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-086,DIS-MSK-PATELLARTENDONRUPTUR,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-087,DIS-MSK-QUADRICEPSTENDONRUPT,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-088,DIS-MSK-PATELLOFEMORALPAINSY,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-089,DIS-MSK-ILIOTIBIALBANDSYNDRO,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-090,DIS-MSK-PESANSERINEBURSITIS,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-091,DIS-MSK-OSGOODSCHLATTERDISEA,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-092,DIS-MSK-LATERALANKLESPRAIN,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-093,DIS-MSK-SYNDESMOTICANKLESPRA,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-094,DIS-MSK-ACHILLESTENDINOPATHY,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-095,DIS-MSK-ACHILLESTENDONRUPTUR,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-096,DIS-MSK-POSTERIORTIBIALTENDO,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
