disease_treatment_id,disease_id,treatment_id,role,clinical_context,sequence_order,first_line,definitive,rescue_or_escalation,unstable_patient_only,contraindication_notes,board_exam_pearl,source_review_status,medical_review_status,notes,patient_stability,rescue,refractory,contraindicated,avoid,age_context,pregnancy_context,renal_context,hepatic_context,prerequisite_actions,monitoring,step_levels,subject_exams,source_status
DTR-NEUR-290D23F11101,DIS-NEUR-163,TRT-NEUR-703266E6D90D,disease_directed,Pathogen-directed anti-Toxoplasma therapy is indicated for suspected or confirmed cerebral toxoplasmosis in the appropriate clinical setting and should not await biopsy or organism confirmation when clinical suspicion is sufficient.,1,true,false,false,false,Regimen selection requires review of allergy cytopenia risk organ function pregnancy and medication availability.,Clinical response supports reassessment but does not by itself prove the diagnosis.,source_checked,needs_medical_review,Assess clinical and radiologic response; lack of expected improvement should prompt reconsideration of competing diagnoses and possible further evaluation.,Stabilize seizures declining consciousness and mass-effect concern while initiating disease-directed management.,false,false,false,false,condition-specific,specialist regimen selection is required,adjust regimen for renal function,review hepatic function and drug interactions,Obtain urgent neuroimaging and assess safety before invasive diagnostic procedures when mass effect is possible.,Monitor symptoms neurologic examination blood counts organ function and radiologic response; maintenance and immune-status management are individualized.,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Infectious Disease; Emergency Medicine,partially_source_supported
DTR-REN-117,DIS-REN-ACUTECELLULARREJECTI,TRT-030,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-118,DIS-REN-CALCINEURININHIBITOR,TRT-037,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-119,DIS-REN-HEMODIALYSIS,TRT-044,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-120,DIS-REN-PERITONEALDIALYSIS,TRT-051,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-121,DIS-REN-DIALYSISDISEQUILIBRI,TRT-058,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-122,DIS-REN-PERITONEALDIALYSISPE,TRT-065,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-MSK-001,DIS-MSK-CLAVICLEFRACTURE,TRT-006,stabilization,"Stabilize hemorrhage, sepsis, neurovascular compromise, compartment physiology, and pain; then provide mechanism-specific immobilization, reduction, source control, disease modification, rehabilitation, and follow-up.",1,true,false,false,false,"Do not delay emergency consultation for imaging, inject a joint before infection assessment, or omit pre- and post-intervention neurovascular documentation.","Separate immediate limb and life threats from definitive orthopedic, infectious, rheumatologic, or oncologic management.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-MSK-002,DIS-MSK-SCAPULARFRACTURE,TRT-011,stabilization,"Stabilize hemorrhage, sepsis, neurovascular compromise, compartment physiology, and pain; then provide mechanism-specific immobilization, reduction, source control, disease modification, rehabilitation, and follow-up.",1,true,false,false,false,"Do not delay emergency consultation for imaging, inject a joint before infection assessment, or omit pre- and post-intervention neurovascular documentation.","Separate immediate limb and life threats from definitive orthopedic, infectious, rheumatologic, or oncologic management.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-MSK-003,DIS-MSK-PROXIMALHUMERUSFRACT,TRT-016,stabilization,"Stabilize hemorrhage, sepsis, neurovascular compromise, compartment physiology, and pain; then provide mechanism-specific immobilization, reduction, source control, disease modification, rehabilitation, and follow-up.",1,true,false,false,false,"Do not delay emergency consultation for imaging, inject a joint before infection assessment, or omit pre- and post-intervention neurovascular documentation.","Separate immediate limb and life threats from definitive orthopedic, infectious, rheumatologic, or oncologic management.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-MSK-004,DIS-MSK-HUMERALSHAFTFRACTURE,TRT-021,stabilization,"Stabilize hemorrhage, sepsis, neurovascular compromise, compartment physiology, and pain; then provide mechanism-specific immobilization, reduction, source control, disease modification, rehabilitation, and follow-up.",1,true,false,false,false,"Do not delay emergency consultation for imaging, inject a joint before infection assessment, or omit pre- and post-intervention neurovascular documentation.","Separate immediate limb and life threats from definitive orthopedic, infectious, rheumatologic, or oncologic management.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
